Duration(Days),Main Cause,Districts,State,Extent of damage,Event Source,District_LGD_Codes,State_Codes,Start_Year,Start_Month,Start_Day,High_Impact,Year,Month,Day,Quarter,Month_Sin,Month_Cos,Long_Event,Cause_Group,State_Count,District_Count,Event_Source_Available
2.0,heavy rains,"Kolkata, Howrah, North 24 Parganas",West Bengal,"i)About 200 persons at Kundu lane basti of Uttar Danga,150 people at Banepukur Mansola basti in Kolkata marooned ii)Extensive damaged to crop, in Haora reported iii)Tram services suspended",IMD,,19.0,1990.0,5.0,13.0,0,1990.0,5.0,13.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,3,1
2.0,heavy rains,Kolkata,West Bengal,,IMD,315.0,19.0,1990.0,7.0,1.0,0,1990.0,7.0,1.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Howrah,West Bengal,,IMD,313.0,19.0,1990.0,7.0,4.0,0,1990.0,7.0,4.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,"Kolkata, Purba Medinipur",West Bengal,"i)Vast stretches of low lying areas submerged in Ghatal,Chandrokona ii)Road link between Ghatal,Chandrokona completely cut-off",IMD,,19.0,1990.0,7.0,5.0,0,1990.0,7.0,5.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
7.0,heavy rains,Hooghly,West Bengal,57 huts washed away at Khanakul area,IMD,312.0,19.0,1990.0,7.0,8.0,0,1990.0,7.0,8.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Heavy Rain,1,1,1
1.0,heavy rains,Darjeeling,West Bengal,,IMD,309.0,19.0,1990.0,7.0,10.0,0,1990.0,7.0,10.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,"Purba Medinipur, South 24 Parganas",West Bengal,,IMD,,19.0,1990.0,7.0,11.0,1,1990.0,7.0,11.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
3.0,severe,"Bankura, Birbhum, Purba Medinipur,Murshidabad",West Bengal,i)In Medinipur 1000 villages submerged ii)3 lakh people affected iii)In Murshidabad 150 houses at Akheriganj villages collapsed iv)250 metre long pacca road washed away v)30 percent of standing crop damaged,IMD,,19.0,1990.0,7.0,13.0,0,1990.0,7.0,13.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,4,1
2.0,heavy rains,South 24 Parganas,West Bengal,,IMD,304.0,19.0,1990.0,7.0,19.0,0,1990.0,7.0,19.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Darjeeling,West Bengal,,IMD,309.0,19.0,1990.0,7.0,29.0,0,1990.0,7.0,29.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Kolkata,West Bengal,"Tram,bus services in the city completely disrupted",IMD,315.0,19.0,1990.0,9.0,2.0,1,1990.0,9.0,2.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
1.0,heavy rains,"Kolkata, Howrah",West Bengal,,IMD,,19.0,1990.0,9.0,10.0,1,1990.0,9.0,10.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,2,1
1.0,heavy rains,Purba Medinipur,West Bengal,,IMD,317.0,19.0,1990.0,10.0,4.0,0,1990.0,10.0,4.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
5.0,severe,"Birbhum, Purba bardhaman, Hooghly, howrah, Malda, Paschim Purba Medinipur,Purba Purba Medinipur, Murshidabad, Murshidabad, Nadia,South 24 Parganas",West Bengal,"i)In Medinipur district 384 villages having population of 2,91,000 people affected. 12,000 people affected. 12,000 people marooned 6,000 houses collpased ii)In Burdwan district 1,60,000 people in 189 villages affected. 3,900 houses collapsed iii)In Nadia district 6,50,000 people in 938 villages affected. 13,247 persons marooned iv)In Hugli district 1,25,000 people affected. 2,400 houses collapsed v)In Howrah districts, 1,00,000 people in 40 villages affected vi)In Birbhum 746 houses collapsed vii)In Murshidabad district massive soil erosion occured along Ganga at Akhirganj  ",IMD,,19.0,1990.0,10.0,6.0,0,1990.0,10.0,6.0,4.0,-0.8660254037844386,0.5000000000000001,0,Other,1,11,1
1.0,heavy rains,New New Delhi,Delhi,i)Normal life paralysed ii)Low-lying areas submerged under water iii)Vehicular traffic completely disrupted,IMD,,7.0,1990.0,8.0,22.0,0,1990.0,8.0,22.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,Hyderabad,Andhra Pradesh,,IMD,507.0,28.0,1991.0,6.0,18.0,0,1991.0,6.0,18.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
2.0,severe flood,Srikakulam,Andhra Pradesh,"i)85,000 people affected ii)4,000 houses damaged",IMD,519.0,28.0,1991.0,7.0,28.0,1,1991.0,7.0,28.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,1,1
2.0,heavy rains,"Guntur, Krishna, Kurnool, Nalgonda,West Godavari",Andhra Pradesh,"i)Crops in thousands of acres of land submerged ii)5,600 houses damaged iii)1,500 people shifted to safer places",IMD,,28.0,1991.0,9.0,22.0,1,1991.0,9.0,22.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,5,1
3.0,heavy rains,"Ananthapuramuamu, Chittoor, Y.S.R.,  Sri Potti Sriramulu Nellore,Prakasam",Andhra Pradesh,"i)Crops in thousands of acres of land submerged ii)19,188 houses damaged iii)9 irrigation tanks breached",IMD,,28.0,1991.0,10.0,28.0,1,1991.0,10.0,28.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,5,1
1.0,heavy rains,"Upper Lower Subansiri, Anjaw, Changlang, Tawang, Papum Pare, Tirap, East Siang, Lohit, Kurung Kumey, Lower Lower Subansiri, East Kameng, West Kameng, West Kameng, West Kameng, Kra Daadi, Namsai, Longding, Upper Siang, Lower Siang, Dibang Valley, Lower Dibang Valley, Siang, Shi Yomi, Pakke Kessang, West Siang, Leparada, Kamle",Arunachal Pradesh,i)5 army barracks washed away ii)A portion of Tawang-Bomdila road washed away,IMD,,12.0,1991.0,5.0,5.0,1,1991.0,5.0,5.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,27,1
1.0,heavy rains,Tawang,Arunachal Pradesh,,IMD,238.0,12.0,1991.0,5.0,7.0,1,1991.0,5.0,7.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
1.0,flash flood,West Siang,Arunachal Pradesh,"One village washed away. Out of 22 houses, 19 destroyed",IMD,243.0,12.0,1991.0,7.0,11.0,1,1991.0,7.0,11.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Flash Flood,1,1,1
15.0,severe floods,"Barpeta, Cachar, Darrang, Dhubri, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karimganj, Lakhimpur, Nagaon, Nalbari, Sivasagar,Tinsukia",Assam,"i)2 million people affected ii)7 lakh people rendered homeless iii)Paddy,jute crop badly damaged iv)Rail,road communication completely disrupted",IMD,,18.0,1991.0,5.0,8.0,1,1991.0,5.0,8.0,2.0,0.49999999999999994,-0.8660254037844387,1,Other,1,16,1
19.0,severe floods,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhubri, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Mancachar, Nagaon, Nalbari, Sivasagar, Sonitpur,Tinsukia",Assam,"i)34,84,533 people in 3,998 villages affected ii)7,67,189 hectares of land,2,38,648 hectares of land,2,38,648 hectares of crop land submerged iii)5,732 houses damaged due to erosion iv)1,769 families affected due to erosion v)Standing ahu, paddy,jute crop extensively damaged vi)National Highway Nos. 52,53 submerged vii)Burchapari forest in Sonitpur district inundated ",IMD,,18.0,1991.0,6.0,12.0,1,1991.0,6.0,12.0,2.0,1.2246467991473532e-16,-1.0,1,Other,1,21,1
1.0,severe flood,"Dhemaji, Mancachar,Sivasagar",Assam,"i)1,37,328 people in 265 villages affected ii)32,691 hectares of land submerged iii)Crop in 115,231 hectares of land damaged",IMD,,18.0,1991.0,8.0,18.0,0,1991.0,8.0,18.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,3,1
2.0,heavy rains,Dakshina Kannada,Assam,"i)Vast areas submerged under knee-deep water ii)Road communication between upper,lower Assam disrupted following breakdown of a sluice gate near Kheri",IMD,534.0,18.0,1991.0,10.0,14.0,1,1991.0,10.0,14.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,1,1
6.0,severe flood,"Goalpara,Kamrup, Karbi Anglong, Mancachar,Nagaon",Assam,"i)5,94,249 people in 519 villages affected ii)47,680 acres of land submerged iii)25,000 hectares of standing Sali crop affected",IMD,,18.0,1991.0,10.0,16.0,1,1991.0,10.0,16.0,4.0,-0.8660254037844386,0.5000000000000001,0,Other,1,5,1
32.0,severe flood,"Mahesana, Panch Mahals, Sabar Kantha, Vadodara",Gujarat,"i) Mangadh village of Idar tehsil, Sanchodar villages of Himatnagar tehsil,Baneri,Morasia villages of Bayad tehsil totally cut off from rest of the state ii)400 huts,houses in Umreth town in Mehasana district badly damaged iii)People took shelter in high buildings or tree tops in Rehdi, Kalki, Bhoi, Kanbar, Patalfalia, Mohanpali,Jadav villages in Halol tehsil of Panch Mahals district as these villages submerged under 5 to 6 feet of water",IMD,,24.0,1991.0,8.0,1.0,1,1991.0,8.0,1.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Other,1,4,1
1.0,heavy rains,Hamirpur,Himachal Pradesh,,IMD,17.0,2.0,1991.0,8.0,4.0,0,1991.0,8.0,4.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,heavy rains,Hamirpur,Himachal Pradesh,,IMD,17.0,2.0,1991.0,8.0,29.0,0,1991.0,8.0,29.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
11.0,heavy rains,"Doda,Udhampur",Jammu and Kashmir,i)Several houses collapsed ii)Jammu-Srinagar national highway closed to vehicular traffic,IMD,,,1991.0,4.0,11.0,1,1991.0,4.0,11.0,2.0,0.8660254037844387,-0.4999999999999998,1,Heavy Rain,1,2,1
1.0,heavy rains,Mysuru,Karnataka,19 huts washed away,IMD,545.0,29.0,1991.0,4.0,28.0,0,1991.0,4.0,28.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,1,1
1.0,heavy rains,Mysuru,Karnataka,"Many houses,industrial shades inundated",IMD,545.0,29.0,1991.0,5.0,4.0,0,1991.0,5.0,4.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
1.0,heavy rains,"Bengaluru Rural, Ballari,Tumakuru",Karnataka,Wall of one old house collapsed,IMD,,29.0,1991.0,5.0,9.0,0,1991.0,5.0,9.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,3,1
1.0,heavy rains,Ballari,Karnataka,,IMD,528.0,29.0,1991.0,5.0,25.0,0,1991.0,5.0,25.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
1.0,heavy rains,Chikkamagaluru,Karnataka,,IMD,532.0,29.0,1991.0,6.0,5.0,0,1991.0,6.0,5.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
2.0,heavy rains,Uttar Kashia Kannada,Karnataka,i)Many villages in Honavar inundated ii)300 ouses marooned iii)Paddy field damaged in Belse village of Ankola tehsil,IMD,,29.0,1991.0,7.0,8.0,0,1991.0,7.0,8.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Surendranagar,Karnataka,,IMD,460.0,29.0,1991.0,7.0,17.0,0,1991.0,7.0,17.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Dharwad,Karnataka,,IMD,536.0,29.0,1991.0,7.0,18.0,0,1991.0,7.0,18.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
3.0,severe flood,"Chikkamagaluru, Mandya,Mysuru",Karnataka,"i)Several villages marooned ii)Large number of houses collapsed iii)1,000 people rendered homeless iv)Brindavan garden submerged v)Ranganathitto,internationally famous bird snctuary near Srirangapatnam extensively damaged",IMD,,29.0,1991.0,7.0,26.0,0,1991.0,7.0,26.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,3,1
3.0,heavy rains,"Bengaluru Rural,Kolar",Karnataka,i)Several houses collapsed ii)Large number of irrigation tanks breached,IMD,,29.0,1991.0,10.0,28.0,1,1991.0,10.0,28.0,4.0,-0.8660254037844386,0.5000000000000001,0,Heavy Rain,1,2,1
8.0,severe flood,"Bengaluru Rural,Surendranagar",Karnataka,"i)About 1.1 lakh houses either partially or fully damaged ii)Extensive damage to crop, public,private property reported iii)Thousands of people shifted to safer places iv)31,160 hectares of land area submerged",IMD,,29.0,1991.0,11.0,9.0,1,1991.0,11.0,9.0,4.0,-0.5000000000000004,0.8660254037844384,1,Other,1,2,1
1.0,heavy rains,"Alappuzha, Idukki, Kasaragod, Kollam, Kottayam, Kozhikode, Palakkad, Pathanamthitta, Thiruvananthapuram,Wayanad",Kerala,"i)Several houses collapsed ii)Agriculture crop,the property worth Rs. 100 crores destroyed",IMD,,32.0,1991.0,6.0,6.0,1,1991.0,6.0,6.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,10,1
1.0,heavy rains,"Alappuzha,Kozhikode",Kerala,,IMD,,32.0,1991.0,6.0,9.0,0,1991.0,6.0,9.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,2,1
2.0,heavy rains,"Betul, Dewas, Indore,Ujjain",Madhya Pradesh,"i)1 house collapsed ii)Chandora dam damaged,Sapana dam breached",IMD,,23.0,1991.0,7.0,30.0,1,1991.0,7.0,30.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,4,1
1.0,heavy rains,"Dewas, Dhar, Indore,Ujjain",Madhya Pradesh,,IMD,,23.0,1991.0,8.0,3.0,0,1991.0,8.0,3.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,4,1
1.0,heavy rains,Gwalior,Madhya Pradesh,Several houses collapsed,IMD,407.0,23.0,1991.0,8.0,19.0,0,1991.0,8.0,19.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
4.0,heavy rains,"Bilaspur, Damoh, Gwalior,,Mandla",Madhya Pradesh,"i)10,000 persons in 125 villages affected ii)118 houses collapsed iii)Crop in 400 hectares of land damaged iv)Railway culvert between Sagoni,Salaiyia stations on Beena-Cutni section washed away disrupting railway services",IMD,,23.0,1991.0,8.0,23.0,0,1991.0,8.0,23.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,4,1
1.0,heavy rains,Parbhani,Maharashtra,,IMD,489.0,27.0,1991.0,5.0,27.0,0,1991.0,5.0,27.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,1,1
1.0,heavy rains,Pune,Maharashtra,,IMD,490.0,27.0,1991.0,6.0,2.0,0,1991.0,6.0,2.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,Nagpur,Maharashtra,,IMD,484.0,27.0,1991.0,6.0,4.0,1,1991.0,6.0,4.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
4.0,heavy rains,"Mumbai,Thane",Maharashtra,"i)City life completely paralysed ii)66 trees uprooted iii)Train services for suburban,long distance disrupted both on central,western railway iv)Electric supply switched off in several areas due to short circuit v)Mumbai International Airport closed for 16 hours on 9th",IMD,,27.0,1991.0,6.0,7.0,1,1991.0,6.0,7.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,2,1
1.0,heavy rains,Rajgarh,Maharashtra,"Coconut trees,Banana plantations extensively dmaged",IMD,422.0,27.0,1991.0,6.0,14.0,0,1991.0,6.0,14.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
2.0,heavy rains,Nanded,Maharashtra,,IMD,485.0,27.0,1991.0,6.0,30.0,0,1991.0,6.0,30.0,2.0,1.2246467991473532e-16,-1.0,0,Heavy Rain,1,1,1
1.0,heavy rains,"Mumbai, Buldhana, Nagpur",Maharashtra,All the huts in low lying areas submerged under water,IMD,,27.0,1991.0,7.0,13.0,0,1991.0,7.0,13.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,3,1
13.0,flash flood,"Amravati,Nagpur",Maharashtra,"i)Nowad village of 1,500 population in Narkhed tehsil washed away ii)2,000 houses razed to ground iii)Property worth Rs. 250 crore damaged iv)19 villages completely destroyed v)10,969 houses either partially or completely damaged vi)10,000 people rendered homeless vii)40,000 hectares of crop Tand washed away viii)Communication system completely suspended",IMD,,27.0,1991.0,7.0,18.0,1,1991.0,7.0,18.0,3.0,-0.4999999999999997,-0.8660254037844388,1,Flash Flood,1,2,1
1.0,heavy rains,Mumbai,Maharashtra,"i)7,000 people given a temporary accommodation at municipal primary school,1,200 slum dwellers shifted to safer places ii)Suburbanan,long distance train services on western,central railway disrupted",IMD,482.0,27.0,1991.0,7.0,27.0,0,1991.0,7.0,27.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
2.0,heavy rains,Bhandara,Maharashtra,,IMD,471.0,27.0,1991.0,7.0,29.0,0,1991.0,7.0,29.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Nagpur,Maharashtra,,IMD,484.0,27.0,1991.0,8.0,17.0,0,1991.0,8.0,17.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,severe flood,West Garo Hills,Meghalaya,1 lakh people rendered homeless,IMD,278.0,17.0,1991.0,7.0,19.0,0,1991.0,7.0,19.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,1,1
2.0,heavy rains,"Kolasib, Aizawl, Mamit, Champhai, Serchhip, Lunglei, Siaha, Lawngtlai",Mizoram,i)VHF tower of Lunglei district collapsed ii)One Govt. hospital at Saiha collapsed while Govt. hospital at Lunglei partially dmaged iii)Vehicular traffic suspended at various places due to land slides iv)Telecommunication system completely disrupted,IMD,,15.0,1991.0,4.0,30.0,0,1991.0,4.0,30.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,8,1
1.0,severe flood,"Kolasib, Aizawl, Mamit, Champhai, Serchhip, Lunglei, Siaha, Lawngtlai",Mizoram,"i)1,000 people rendered homeless ii)Mizoram cut off from rest of the country",IMD,,15.0,1991.0,5.0,8.0,0,1991.0,5.0,8.0,2.0,0.49999999999999994,-0.8660254037844387,0,Other,1,8,1
1.0,"severe, heavy rains","Baleshwar, Cuttack",Odisha,"i)172 villages,vast area of paddy land submerged ii)80 houses either partially or fully damaged",IMD,,21.0,1991.0,7.0,29.0,0,1991.0,7.0,29.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
2.0,severe floods,"Baleshwar, Cuttack, Ganjam, Kalahandi, Koraput,Sambalpur",Odisha,"i)In Kalahandi district, vast areas of paddy land submerged ii)In Cuttack district, 1,535 villages under 9 blocks affected while in Puri district 70 villages marooned iii)In Baleshwar district, about 50 villages under Aska police station either fully or partially destroyed iv)40,000 acres of paddy land submerged v)Rural roads extensively damaged. Bhubaneshwar-Bhavanipatna national highway No. 6 cut off at Naria. vi)Railway line at Kabisuryanapara submerged vii)In Koraput district, 15,000 people affected,a road bridge collapsed viii)In Kalahandi district, road communication badly hit due to 4 major breached on important road linking te district to the other past of the state",IMD,,21.0,1991.0,7.0,30.0,1,1991.0,7.0,30.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Other,1,6,1
1.0,severe flood,"Ganjam, Kendujhar",Odisha,"i)About 3 lakh people affected ii)Hundreds of houses either collapsed or partially damaged iii)Vast areas of crop land submerged iv)Large number of minor irriagation,lift irrigation projects,a building of irrigation department damged , i)Vegetable,other crop extensively damaged ii)Vast area of crop land sandcast iii)Several minor irrigation,lift irrigation projects damaged",IMD,,21.0,1991.0,8.0,13.0,0,1991.0,8.0,13.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,2,1
1.0,severe flood,"Cuttack, Puri",Odisha,"i)Several lakhs of people in 41 blocks affected ii)1,16,000 hectares of paddy,12,473 hectares of mom-paddy land submerged iii)3 lakh hectares of agriculture land with standing crop extensively dmaged iv)29,000 houses collapsed , i)About 5 lakh people affected ii)Road communication disrupted at several places",IMD,,21.0,1991.0,8.0,16.0,1,1991.0,8.0,16.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,2,1
1.0,severe flood,Baleshwar,Odisha,"i)2 lakh people affected ii)Several hectares of standing paddy,other vegetable crop submerged",IMD,346.0,21.0,1991.0,8.0,17.0,1,1991.0,8.0,17.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
1.0,severe floods,Kandhamal,Odisha,i)Thousands of people affected ii)Standing paddy crop damaged iii)Hundreds of life irrigartion projects damaged iv)Road communication disrupted at several places due to breaches,IMD,359.0,21.0,1991.0,8.0,27.0,0,1991.0,8.0,27.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
1.0,heavy rains,Patiala,Punjab,,IMD,41.0,3.0,1991.0,8.0,4.0,0,1991.0,8.0,4.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
3.0,heavy rains,"Kota,Udaipur",Rajasthan,100 houses either completely or partiallly damaged,IMD,,8.0,1991.0,7.0,26.0,0,1991.0,7.0,26.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,2,1
1.0,heavy rains,Banswara,Rajasthan,,IMD,88.0,8.0,1991.0,7.0,31.0,0,1991.0,7.0,31.0,3.0,-0.4999999999999997,-0.8660254037844388,0,Heavy Rain,1,1,1
1.0,heavy rains,Alwar,Rajasthan,,IMD,87.0,8.0,1991.0,9.0,1.0,1,1991.0,9.0,1.0,3.0,-1.0,-1.8369701987210297e-16,0,Heavy Rain,1,1,1
11.0,heavy rains,"Thiruvallur, Chennai, Krishnagiri, Tiruvannamalai, Dharmapuri, Salem, Erode, The Nilgiris, Namakkal, Perambalur, Coimbatore, Tiruchirappalli, Ariyalur, Tiruppur, Thanjavur, Karur, Thiruvarur, Dindigul, Madurai, Theni, Virudhunagar, Thoothukkudi, Kanniyakumariumari, Viluppuram, Cuddalore, Pudukkottai, Sivaganga, Ramanathapuram, Nagapattinam, Kallakurichi, Tenkasi, Tirunelveli, Vellore, Ranipet, Tirupathur, Kancheepuram, Chengalpattu",Tamil Nadu,Extensive damage to crops due to breached of irrigation tanks reported,IMD,,33.0,1991.0,10.0,20.0,1,1991.0,10.0,20.0,4.0,-0.8660254037844386,0.5000000000000001,1,Heavy Rain,1,37,1
2.0,heavy rains,"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",Tripura,"i)7,000 houses razed to ground, rendering several people homeless ii)Atleast 500 school buildings damaged iii)Property worth Rs. 50 crore damaged iv)Stnading boror, paddy,vegetables in thousands of hectares of land destroyed v)Railway communication between Badrapur adn Lumding section destroyed due to landslides vi)Road communication between Silchar,Jowai-Bhadrapur on national highway disrupted",IMD,,16.0,1991.0,4.0,29.0,0,1991.0,4.0,29.0,2.0,0.8660254037844387,-0.4999999999999998,0,Heavy Rain,1,8,1
2.0,heavy rains,"North Tripura, Dhalai, Sepahijala, Gomati, Khowai, West Tripura, South Tripura, Unakoti",Tripura,i)Thousands of families rendered homeless ii)Tripura remain cut off from rest of the country,IMD,,16.0,1991.0,5.0,8.0,0,1991.0,5.0,8.0,2.0,0.49999999999999994,-0.8660254037844387,0,Heavy Rain,1,8,1
1.0,severe flood,Ayodhya,Uttar Pradesh,"i)4,870 people in 114 villages affeected ii)22,201 hectares of land area,13,229 hectares of crop land submerged iii)2 houses damaged",IMD,140.0,9.0,1991.0,8.0,7.0,0,1991.0,8.0,7.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
1.0,severe flood,Gonda,Uttar Pradesh,"i)99,098 people in 55 villages affected ii)33,674 hectares of land area,27,394 hectares of crop land submerged",IMD,514.0,9.0,1991.0,8.0,8.0,0,1991.0,8.0,8.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
1.0,severe flood,Sitapur,Uttar Pradesh,"i)12,000 people in 17 villages affected ii)2,620 hectares of land area submerged iii)54 houses completely,one-partially damaged",IMD,183.0,9.0,1991.0,8.0,13.0,0,1991.0,8.0,13.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
1.0,severe flood,Azamgarh,Uttar Pradesh,"i)2,83,019 people in 383 villages affected ii)35,619 hectares of land area,30,230 hectares of crop land submerged iii)84 houses completely,139 partially damaged",IMD,123.0,9.0,1991.0,8.0,14.0,1,1991.0,8.0,14.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,1,1
2.0,heavy rains,Chamoli,Uttarakhand,"i)6 villages affected ii)40 hectares of agricultural land submerged iii)96 houses completely,146 partially collapsed",IMD,47.0,5.0,1991.0,8.0,15.0,1,1991.0,8.0,15.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
2.0,heavy rains,Almora,Uttarakhand,"i)6,709 people in 29 villages affected ii)31 hectares of land area,38 hectares of crop land submerged iii)34 houses completely,115 partially damaged",IMD,45.0,5.0,1991.0,8.0,16.0,0,1991.0,8.0,16.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,1,1
1.0,severe flood,"Bahraich, Varanasi",Uttar Pradesh,"i)12 villages affected ii)119 houses completely,145 partially damaged , i)3,12,589 people in 325 villages affected ii)18,034 hectares of land area,10,360 hectares of crop land submerged iii)92 houses completely,899 partially damaged",IMD,,9.0,1991.0,8.0,20.0,0,1991.0,8.0,20.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,2,1
7.0,heavy rains,Meerut,Uttar Pradesh,i)Low lying areas submerged ii)70 houses sufferend severe damage,IMD,169.0,9.0,1991.0,8.0,25.0,0,1991.0,8.0,25.0,3.0,-0.8660254037844385,-0.5000000000000004,1,Heavy Rain,1,1,1
1.0,heavy rains,"Aligarh, Bulandshahr",Uttar Pradesh,"786 houses completely,4,177 partially damaged , 14,988 houses completely,46,185 partially damaged",IMD,,9.0,1991.0,8.0,26.0,1,1991.0,8.0,26.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
1.0,"severe flood, heavy rains","Etawah, Ghaziabad",Uttar Pradesh,"i)10 villages affected ii)28,207 hectares of land areaand 1,620 hectares of agricultural land submerged",IMD,,9.0,1991.0,8.0,28.0,1,1991.0,8.0,28.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Heavy Rain,1,2,1
1.0,severe flood,"Meerut, Mirzapur",Uttar Pradesh,"i)4,436 people in 16 villages affected ii)6,665 hectares of land area,5,567 hectares of agriculture land submerged iii)1,035 houses partially damaged , i)2,98,862 people in 361 villages affected ii)22,366 hectares of crop area submerged",IMD,,9.0,1991.0,8.0,29.0,0,1991.0,8.0,29.0,3.0,-0.8660254037844385,-0.5000000000000004,0,Other,1,2,1
