Sl,Station_Names,Year,Month,Max_Temp,Min_Temp,Rainfall,Relative_Humidity,Wind_Speed,Cloud_Coverage,Bright_Sunshine,Station_Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period,Flood?
11609,Kutubdia,2007,6,34.7,26.5,483.0,83.0,2.1,5.8,5.8,41989,690250.3,414997.4,21.83,91.84,6,2007.06,1
11610,Kutubdia,2007,7,34.0,25.6,709.0,88.0,2.0,6.8,3.6,41989,690250.3,414997.4,21.83,91.84,6,2007.07,1
11611,Kutubdia,2007,8,33.5,25.8,416.0,86.0,1.7,6.2,5.5,41989,690250.3,414997.4,21.83,91.84,6,2007.08,1
11612,Kutubdia,2007,9,32.6,25.7,481.0,87.0,1.2,6.4,4.0,41989,690250.3,414997.4,21.83,91.84,6,2007.09,1
11621,Kutubdia,2008,6,34.0,26.2,441.0,84.0,2.0,6.3,4.9,41989,690250.3,414997.4,21.83,91.84,6,2008.06,1
11622,Kutubdia,2008,7,33.3,25.3,1256.0,88.0,2.1,6.6,3.8,41989,690250.3,414997.4,21.83,91.84,6,2008.07,1
11623,Kutubdia,2008,8,33.6,25.6,659.0,86.0,2.0,6.4,4.7,41989,690250.3,414997.4,21.83,91.84,6,2008.08,1
11633,Kutubdia,2009,6,34.0,26.3,410.0,81.0,2.0,5.7,5.3,41989,690250.3,414997.4,21.83,91.84,6,2009.06,1
11634,Kutubdia,2009,7,33.0,25.8,1067.0,87.0,2.7,6.6,3.9,41989,690250.3,414997.4,21.83,91.84,6,2009.07,1
11635,Kutubdia,2009,8,33.0,25.8,448.0,86.0,2.3,6.7,3.7,41989,690250.3,414997.4,21.83,91.84,6,2009.08,1
11644,Kutubdia,2010,5,35.3,26.4,464.0,76.0,2.3,5.3,7.3,41989,690250.3,414997.4,21.83,91.84,6,2010.05,1
11645,Kutubdia,2010,6,34.0,26.3,666.0,85.0,2.3,6.4,5.0,41989,690250.3,414997.4,21.83,91.84,6,2010.06,1
11646,Kutubdia,2010,7,33.5,26.2,517.0,83.0,2.6,6.4,5.8,41989,690250.3,414997.4,21.83,91.84,6,2010.07,1
11647,Kutubdia,2010,8,33.7,26.2,466.0,83.0,1.8,6.6,6.2,41989,690250.3,414997.4,21.83,91.84,6,2010.08,1
11649,Kutubdia,2010,10,34.8,25.5,403.0,82.0,1.7,5.0,7.0,41989,690250.3,414997.4,21.83,91.84,6,2010.1,1
11657,Kutubdia,2011,6,33.8,26.0,952.0,87.0,2.6,6.3,4.0,41989,690250.3,414997.4,21.83,91.84,6,2011.06,1
11658,Kutubdia,2011,7,32.8,26.0,803.0,87.0,2.2,5.8,5.8,41989,690250.3,414997.4,21.83,91.84,6,2011.07,1
11659,Kutubdia,2011,8,33.8,25.7,856.0,88.0,2.4,6.6,4.3,41989,690250.3,414997.4,21.83,91.84,6,2011.08,1
11660,Kutubdia,2011,9,33.4,25.5,597.0,88.0,2.3,5.9,5.1,41989,690250.3,414997.4,21.83,91.84,6,2011.09,1
11669,Kutubdia,2012,6,34.6,25.8,1178.0,90.0,2.8,6.4,3.7,41989,690250.3,414997.4,21.83,91.84,6,2012.06,1
11670,Kutubdia,2012,7,32.5,25.3,1688.0,93.0,2.7,7.4,2.7,41989,690250.3,414997.4,21.83,91.84,6,2012.07,1
11671,Kutubdia,2012,8,33.4,25.7,527.0,92.0,1.7,5.9,5.3,41989,690250.3,414997.4,21.83,91.84,6,2012.08,1
11673,Kutubdia,2012,10,34.4,24.4,554.0,83.0,1.6,2.9,7.9,41989,690250.3,414997.4,21.83,91.84,6,2012.1,1
11680,Kutubdia,2013,5,34.5,24.6,1088.0,88.0,2.4,6.2,4.1,41989,690250.3,414997.4,21.83,91.84,6,2013.05,1
11681,Kutubdia,2013,6,34.0,25.6,1058.0,90.0,1.8,6.2,5.8,41989,690250.3,414997.4,21.83,91.84,6,2013.06,1
11682,Kutubdia,2013,7,33.6,25.1,818.0,89.0,2.2,6.4,5.2,41989,690250.3,414997.4,21.83,91.84,6,2013.07,1
11683,Kutubdia,2013,8,33.0,25.3,642.0,89.0,2.0,6.4,3.7,41989,690250.3,414997.4,21.83,91.84,6,2013.08,1
11691,Madaripur,1977,4,34.2,22.3,443.0,82.0,2.9,4.8,7.161538462,41939,518762.7,561770.3,23.17,90.18,5,1977.04,1
11693,Madaripur,1977,6,34.0,24.8,528.0,88.0,1.6,5.9,3.838461538,41939,518762.7,561770.3,23.17,90.18,5,1977.06,1
11694,Madaripur,1977,7,34.0,25.6,436.0,89.0,2.0,6.2,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1977.07,1
11706,Madaripur,1978,7,33.6,23.9,387.0,88.0,1.1,6.2,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1978.07,1
11717,Madaripur,1979,6,34.1,25.7,377.0,84.0,1.2,5.7,3.838461538,41939,518762.7,561770.3,23.17,90.18,5,1979.06,1
11718,Madaripur,1979,7,32.3,25.8,350.0,86.0,1.2,6.1,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1979.07,1
11730,Madaripur,1980,7,34.0,26.0,381.0,87.0,0.8,5.6,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1980.07,1
11739,Madaripur,1981,4,35.0,21.9,340.0,72.0,0.8,4.9,7.161538462,41939,518762.7,561770.3,23.17,90.18,5,1981.04,1
11742,Madaripur,1981,7,33.5,25.1,434.0,86.0,0.6,6.2,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1981.07,1
11753,Madaripur,1982,6,36.5,25.3,457.0,85.0,0.7,6.6,3.838461538,41939,518762.7,561770.3,23.17,90.18,5,1982.06,1
11756,Madaripur,1982,9,35.0,25.2,495.0,83.0,0.7,4.8,4.357692308,41939,518762.7,561770.3,23.17,90.18,5,1982.09,1
11764,Madaripur,1983,5,37.2,22.6,387.0,77.0,0.4,2.5,5.953846154,41939,518762.7,561770.3,23.17,90.18,5,1983.05,1
11767,Madaripur,1983,8,33.5,24.7,378.0,86.0,0.4,5.0,3.942307692,41939,518762.7,561770.3,23.17,90.18,5,1983.08,1
11777,Madaripur,1984,6,35.6,26.0,581.0,84.0,0.8,5.9,3.838461538,41939,518762.7,561770.3,23.17,90.18,5,1984.06,1
11779,Madaripur,1984,8,35.0,25.6,623.0,85.0,0.8,5.8,3.942307692,41939,518762.7,561770.3,23.17,90.18,5,1984.08,1
11789,Madaripur,1985,6,36.4,25.6,799.0,82.0,1.0,5.4,3.838461538,41939,518762.7,561770.3,23.17,90.18,5,1985.06,1
11790,Madaripur,1985,7,34.5,25.3,376.0,83.0,1.2,6.0,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1985.07,1
11791,Madaripur,1985,8,35.0,26.0,498.0,82.0,0.9,5.5,3.942307692,41939,518762.7,561770.3,23.17,90.18,5,1985.08,1
11802,Madaripur,1986,7,35.0,25.4,531.0,84.0,0.5,6.5,3.661538462,41939,518762.7,561770.3,23.17,90.18,5,1986.07,1
11803,Madaripur,1986,8,35.5,26.3,442.0,81.0,0.3,5.9,3.942307692,41939,518762.7,561770.3,23.17,90.18,5,1986.08,1
11804,Madaripur,1986,9,35.2,25.1,635.0,84.0,0.5,6.0,4.357692308,41939,518762.7,561770.3,23.17,90.18,5,1986.09,1
11824,Madaripur,1988,5,36.2,24.4,412.0,78.0,1.6,4.8,5.1,41939,518762.7,561770.3,23.17,90.18,5,1988.05,1
11825,Madaripur,1988,6,36.4,25.8,550.0,83.0,1.3,5.5,3.8,41939,518762.7,561770.3,23.17,90.18,5,1988.06,1
11850,Madaripur,1990,7,34.0,25.9,425.0,85.0,1.3,6.7,3.2,41939,518762.7,561770.3,23.17,90.18,5,1990.07,1
11852,Madaripur,1990,9,35.0,25.7,393.0,81.0,1.5,6.1,4.2,41939,518762.7,561770.3,23.17,90.18,5,1990.09,1
11861,Madaripur,1991,6,34.8,25.3,541.0,85.0,1.8,6.8,2.4,41939,518762.7,561770.3,23.17,90.18,5,1991.06,1
11863,Madaripur,1991,8,35.0,25.9,458.0,84.0,2.2,6.5,3.7,41939,518762.7,561770.3,23.17,90.18,5,1991.08,1
11865,Madaripur,1991,10,35.1,24.0,346.0,81.0,0.8,4.4,4.5,41939,518762.7,561770.3,23.17,90.18,5,1991.1,1
11885,Madaripur,1993,6,34.8,25.2,370.0,82.0,1.8,6.4,3.8,41939,518762.7,561770.3,23.17,90.18,5,1993.06,1
11886,Madaripur,1993,7,34.7,25.8,405.0,85.0,1.9,6.8,2.8,41939,518762.7,561770.3,23.17,90.18,5,1993.07,1
11888,Madaripur,1993,9,35.0,25.5,349.0,83.0,1.3,6.3,4.4,41939,518762.7,561770.3,23.17,90.18,5,1993.09,1
11897,Madaripur,1994,6,35.1,26.0,399.0,84.0,1.9,6.6,2.6,41939,518762.7,561770.3,23.17,90.18,5,1994.06,1
11909,Madaripur,1995,6,35.5,26.5,601.0,84.0,1.0,5.9,2.4,41939,518762.7,561770.3,23.17,90.18,5,1995.06,1
11911,Madaripur,1995,8,34.5,26.4,508.0,84.0,1.3,6.0,4.0,41939,518762.7,561770.3,23.17,90.18,5,1995.08,1
11921,Madaripur,1996,6,35.6,25.5,604.0,86.0,0.9,5.4,4.1,41939,518762.7,561770.3,23.17,90.18,5,1996.06,1
11935,Madaripur,1997,8,36.3,26.4,371.0,87.0,1.1,5.7,4.0,41939,518762.7,561770.3,23.17,90.18,5,1997.08,1
11936,Madaripur,1997,9,34.5,25.6,438.0,88.0,0.7,5.4,4.2,41939,518762.7,561770.3,23.17,90.18,5,1997.09,1
11946,Madaripur,1998,7,34.4,26.5,607.0,89.0,1.0,6.6,2.2,41939,518762.7,561770.3,23.17,90.18,5,1998.07,1
11958,Madaripur,1999,7,34.8,25.9,592.0,88.0,0.9,6.4,2.9,41939,518762.7,561770.3,23.17,90.18,5,1999.07,1
11980,Madaripur,2001,5,35.6,24.0,552.0,85.0,0.7,4.4,6.2,41939,518762.7,561770.3,23.17,90.18,5,2001.05,1
11981,Madaripur,2001,6,34.6,25.7,625.0,90.0,1.0,6.0,3.0,41939,518762.7,561770.3,23.17,90.18,5,2001.06,1
11982,Madaripur,2001,7,33.3,26.3,422.0,90.0,1.0,6.3,3.9,41939,518762.7,561770.3,23.17,90.18,5,2001.07,1
11993,Madaripur,2002,6,35.0,25.7,528.0,87.0,1.0,5.1,3.5,41939,518762.7,561770.3,23.17,90.18,5,2002.06,1
11994,Madaripur,2002,7,36.0,26.0,553.0,89.0,0.8,6.3,3.1,41939,518762.7,561770.3,23.17,90.18,5,2002.07,1
12005,Madaripur,2003,6,37.0,26.0,434.0,86.0,0.9,5.8,3.1,41939,518762.7,561770.3,23.17,90.18,5,2003.06,1
12017,Madaripur,2004,6,36.0,25.7,467.0,86.0,0.5,5.3,3.2,41939,518762.7,561770.3,23.17,90.18,5,2004.06,1
12020,Madaripur,2004,9,35.0,26.2,873.0,88.0,0.8,5.8,3.6,41939,518762.7,561770.3,23.17,90.18,5,2004.09,1
12030,Madaripur,2005,7,34.0,26.2,556.0,88.0,0.2,6.0,4.3,41939,518762.7,561770.3,23.17,90.18,5,2005.07,1
12031,Madaripur,2005,8,35.0,26.8,433.0,88.0,0.1,5.8,3.6,41939,518762.7,561770.3,23.17,90.18,5,2005.08,1
12044,Madaripur,2006,9,35.3,26.1,453.0,87.0,0.5,5.1,5.5,41939,518762.7,561770.3,23.17,90.18,5,2006.09,1
12054,Madaripur,2007,7,34.7,26.3,501.0,89.0,0.5,6.2,2.8,41939,518762.7,561770.3,23.17,90.18,5,2007.07,1
12056,Madaripur,2007,9,34.6,26.0,291.0,86.0,0.4,5.8,3.9,41939,518762.7,561770.3,23.17,90.18,5,2007.09,1
12066,Madaripur,2008,7,33.5,26.2,532.0,90.0,0.8,6.6,3.0,41939,518762.7,561770.3,23.17,90.18,5,2008.07,1
12079,Madaripur,2009,8,35.3,26.2,424.0,88.0,0.7,6.5,4.6,41939,518762.7,561770.3,23.17,90.18,5,2009.08,1
12101,Madaripur,2011,6,36.2,26.0,408.0,87.0,1.3,5.6,4.0,41939,518762.7,561770.3,23.17,90.18,5,2011.06,1
12103,Madaripur,2011,8,35.3,26.1,380.0,87.0,1.2,6.2,3.5,41939,518762.7,561770.3,23.17,90.18,5,2011.08,1
12124,Madaripur,2013,5,37.3,24.1,751.0,86.0,0.9,6.0,3.6,41939,518762.7,561770.3,23.17,90.18,5,2013.05,1
12128,Madaripur,2013,9,35.5,25.9,365.0,87.0,0.1,4.9,4.4,41939,518762.7,561770.3,23.17,90.18,5,2013.09,1
12137,Maijdee Court,1951,6,32.0,25.4,586.0,86.14516129,1.998148148,5.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1951.06,1
12138,Maijdee Court,1951,7,30.6,25.4,712.0,87.64516129,2.0,6.3,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1951.07,1
12149,Maijdee Court,1952,6,34.8,25.7,798.0,86.0,1.998148148,6.2,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1952.06,1
12150,Maijdee Court,1952,7,32.3,25.5,740.0,88.0,2.0,6.6,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1952.07,1
12151,Maijdee Court,1952,8,32.2,25.7,448.0,87.0,1.77962963,6.3,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1952.08,1
12153,Maijdee Court,1952,10,32.9,24.2,399.0,87.0,0.814814815,3.6,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1952.1,1
12160,Maijdee Court,1953,5,33.3,24.6,480.0,82.0,1.703703704,5.0,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1953.05,1
12161,Maijdee Court,1953,6,33.3,25.0,692.0,84.0,1.998148148,6.3,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1953.06,1
12162,Maijdee Court,1953,7,34.0,25.1,845.0,89.0,2.0,6.7,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1953.07,1
12164,Maijdee Court,1953,9,33.3,25.1,609.0,87.0,1.266666667,6.5,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1953.09,1
12173,Maijdee Court,1954,6,31.5,25.2,1120.0,88.0,1.998148148,6.4,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1954.06,1
12175,Maijdee Court,1954,8,33.3,25.8,530.0,88.0,1.77962963,6.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1954.08,1
12176,Maijdee Court,1954,9,34.2,25.7,412.0,85.0,1.266666667,4.8,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1954.09,1
12185,Maijdee Court,1955,6,32.8,25.8,643.0,87.0,1.998148148,5.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1955.06,1
12186,Maijdee Court,1955,7,31.1,25.1,632.0,91.0,2.0,7.1,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1955.07,1
12187,Maijdee Court,1955,8,32.2,25.0,726.0,89.0,1.77962963,6.5,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1955.08,1
12196,Maijdee Court,1956,5,34.1,25.3,443.0,86.0,1.703703704,4.6,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1956.05,1
12197,Maijdee Court,1956,6,31.9,24.8,836.0,89.0,1.998148148,6.1,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1956.06,1
12198,Maijdee Court,1956,7,32.7,25.1,580.0,87.0,2.0,5.9,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1956.07,1
12199,Maijdee Court,1956,8,32.2,25.5,845.0,88.0,1.77962963,6.4,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1956.08,1
12209,Maijdee Court,1957,6,34.4,24.9,695.0,84.0,1.998148148,5.3,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1957.06,1
12210,Maijdee Court,1957,7,32.2,25.7,578.0,85.0,2.0,6.0,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1957.07,1
12211,Maijdee Court,1957,8,35.2,25.5,492.0,86.0,1.77962963,6.2,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1957.08,1
12221,Maijdee Court,1958,6,34.4,26.1,668.0,83.0,1.998148148,6.1,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1958.06,1
12222,Maijdee Court,1958,7,32.2,25.2,596.0,86.0,2.0,6.2,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1958.07,1
12223,Maijdee Court,1958,8,33.1,25.5,590.0,86.0,1.77962963,6.2,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1958.08,1
12232,Maijdee Court,1959,5,34.9,25.1,467.0,82.0,1.703703704,4.4,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1959.05,1
12233,Maijdee Court,1959,6,33.7,25.7,613.0,88.0,1.998148148,6.2,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1959.06,1
12234,Maijdee Court,1959,7,33.2,25.5,775.0,85.0,2.0,6.6,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1959.07,1
12235,Maijdee Court,1959,8,32.4,25.3,502.0,87.0,1.77962963,5.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1959.08,1
12236,Maijdee Court,1959,9,32.7,25.1,424.0,89.0,1.266666667,6.1,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1959.09,1
12244,Maijdee Court,1960,5,35.6,25.6,511.0,80.0,2.7,4.1,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1960.05,1
12245,Maijdee Court,1960,6,33.7,25.6,517.0,85.0,1.7,5.0,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1960.06,1
12246,Maijdee Court,1960,7,33.3,24.9,845.0,91.0,4.0,6.9,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1960.07,1
12247,Maijdee Court,1960,8,37.7,25.8,508.0,90.0,4.0,6.0,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1960.08,1
12248,Maijdee Court,1960,9,33.6,25.5,541.0,89.0,1.2,6.0,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1960.09,1
12257,Maijdee Court,1961,6,34.3,25.1,654.0,87.0,3.0,6.5,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1961.06,1
12258,Maijdee Court,1961,7,32.6,25.2,596.0,89.0,2.5,6.7,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1961.07,1
12259,Maijdee Court,1961,8,33.8,25.3,648.0,89.0,2.5,6.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1961.08,1
12260,Maijdee Court,1961,9,35.1,24.8,529.0,88.0,2.1,6.3,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1961.09,1
12269,Maijdee Court,1962,6,34.2,25.4,428.0,87.0,2.6,6.9,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1962.06,1
12270,Maijdee Court,1962,7,34.4,25.7,848.0,86.0,2.6,6.4,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1962.07,1
12271,Maijdee Court,1962,8,32.7,25.1,687.0,87.0,2.3,6.8,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1962.08,1
12273,Maijdee Court,1962,10,32.2,23.7,420.0,84.0,1.3,3.5,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1962.1,1
12281,Maijdee Court,1963,6,34.4,25.8,520.0,89.0,1.7,6.6,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1963.06,1
12282,Maijdee Court,1963,7,31.5,25.5,583.0,89.0,2.0,6.6,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1963.07,1
12283,Maijdee Court,1963,8,32.1,25.6,639.0,88.0,2.2,6.4,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1963.08,1
12285,Maijdee Court,1963,10,33.2,24.2,454.0,85.0,1.3,3.7,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1963.1,1
12293,Maijdee Court,1964,6,33.3,25.3,485.0,88.0,2.1,6.2,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1964.06,1
12294,Maijdee Court,1964,7,31.9,24.9,882.0,89.0,1.5,6.6,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1964.07,1
12295,Maijdee Court,1964,8,33.3,25.1,633.0,85.0,1.5,5.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1964.08,1
12297,Maijdee Court,1964,10,32.7,24.7,414.0,88.0,0.7,4.4,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1964.1,1
12305,Maijdee Court,1965,6,34.9,25.1,408.0,88.0,1.9,6.4,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1965.06,1
12306,Maijdee Court,1965,7,32.2,25.0,742.0,87.0,1.7,6.0,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1965.07,1
12307,Maijdee Court,1965,8,33.2,25.0,801.0,88.0,1.2,6.1,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1965.08,1
12317,Maijdee Court,1966,6,33.5,25.5,580.0,86.0,2.4,7.1,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1966.06,1
12318,Maijdee Court,1966,7,33.1,25.4,516.0,87.0,1.1,6.5,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1966.07,1
12319,Maijdee Court,1966,8,30.7,25.4,607.0,87.0,1.7,6.1,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1966.08,1
12320,Maijdee Court,1966,9,33.2,25.0,764.0,85.0,1.1,5.3,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1966.09,1
12330,Maijdee Court,1967,7,33.4,25.5,545.0,87.0,3.3,5.9,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1967.07,1
12331,Maijdee Court,1967,8,33.3,25.0,487.0,86.0,3.0,6.5,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1967.08,1
12332,Maijdee Court,1967,9,32.4,24.6,669.0,87.0,2.4,6.1,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1967.09,1
12341,Maijdee Court,1968,6,31.6,24.1,1145.0,89.0,1.7,7.2,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1968.06,1
12342,Maijdee Court,1968,7,32.5,25.4,584.0,88.0,1.6,6.8,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1968.07,1
12343,Maijdee Court,1968,8,32.2,25.3,737.0,87.0,1.0,6.6,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1968.08,1
12353,Maijdee Court,1969,6,32.2,25.4,800.0,87.0,1.5,6.6,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1969.06,1
12354,Maijdee Court,1969,7,31.7,25.4,542.0,88.0,1.4,5.9,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1969.07,1
12355,Maijdee Court,1969,8,32.2,24.8,974.0,89.0,1.3,6.8,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1969.08,1
12365,Maijdee Court,1970,6,32.6,24.7,574.0,87.0,1.3,5.9,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1970.06,1
12366,Maijdee Court,1970,7,34.9,24.7,692.0,88.0,1.1,6.9,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1970.07,1
12367,Maijdee Court,1970,8,33.8,25.0,696.0,87.0,1.0,6.1,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1970.08,1
12368,Maijdee Court,1970,9,32.4,25.3,554.0,88.0,1.1,6.1,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1970.09,1
12369,Maijdee Court,1970,10,33.3,24.1,569.0,86.0,0.8,3.7,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1970.1,1
12377,Maijdee Court,1971,6,32.1,25.0,644.0,86.0,1.3,6.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1971.06,1
12378,Maijdee Court,1971,7,32.2,24.7,888.0,87.0,1.1,7.1,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1971.07,1
12379,Maijdee Court,1971,8,32.2,24.3,870.0,87.0,1.5,6.9,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1971.08,1
12380,Maijdee Court,1971,9,33.8,25.5,425.0,85.0,1.0,5.3,4.951724138,41953,610851.8,524433.6,22.83,91.08,6,1971.09,1
12389,Maijdee Court,1972,6,35.5,24.0,490.0,82.0,1.7,5.3,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1972.06,1
12390,Maijdee Court,1972,7,34.4,24.1,538.0,86.0,1.7,5.8,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1972.07,1
12391,Maijdee Court,1972,8,32.2,23.5,722.0,87.0,1.1,6.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1972.08,1
12400,Maijdee Court,1973,5,33.8,23.6,495.0,85.0,1.4,4.4,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1973.05,1
12401,Maijdee Court,1973,6,32.7,26.3,428.0,89.0,1.7,4.5,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1973.06,1
12402,Maijdee Court,1973,7,33.3,25.0,610.0,88.0,1.9,5.1,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1973.07,1
12403,Maijdee Court,1973,8,31.6,24.6,608.0,89.0,1.6,5.5,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1973.08,1
12413,Maijdee Court,1974,6,33.0,24.5,833.0,87.0,1.6,5.4,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1974.06,1
12414,Maijdee Court,1974,7,31.7,24.4,799.0,91.0,1.6,6.8,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1974.07,1
12415,Maijdee Court,1974,8,32.8,25.3,404.0,87.0,2.1,5.7,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1974.08,1
12425,Maijdee Court,1975,6,35.6,25.5,426.0,86.0,1.2,4.5,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1975.06,1
12426,Maijdee Court,1975,7,30.6,25.0,995.0,89.0,1.5,5.9,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1975.07,1
12429,Maijdee Court,1975,10,33.3,25.0,599.0,84.0,0.5,2.7,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1975.1,1
12437,Maijdee Court,1976,6,32.0,25.4,426.0,86.0,1.8,5.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1976.06,1
12438,Maijdee Court,1976,7,30.6,25.4,995.0,87.0,1.8,6.3,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1976.07,1
12439,Maijdee Court,1976,8,30.7,25.4,388.0,87.0,1.7,6.1,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1976.08,1
12441,Maijdee Court,1976,10,31.4,24.3,599.0,83.0,0.6,3.1,6.631034483,41953,610851.8,524433.6,22.83,91.08,6,1976.1,1
12448,Maijdee Court,1977,5,32.8,24.9,408.0,80.0,1.5,4.2,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1977.05,1
12449,Maijdee Court,1977,6,32.0,25.4,592.0,86.0,1.8,5.8,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1977.06,1
12450,Maijdee Court,1977,7,30.6,25.4,712.0,87.0,1.8,6.3,3.575862069,41953,610851.8,524433.6,22.83,91.08,6,1977.07,1
12451,Maijdee Court,1977,8,30.7,25.4,607.0,87.0,1.7,6.1,4.64137931,41953,610851.8,524433.6,22.83,91.08,6,1977.08,1
12460,Maijdee Court,1978,5,35.0,23.8,408.0,80.0,2.4,6.0,6.513793103,41953,610851.8,524433.6,22.83,91.08,6,1978.05,1
12461,Maijdee Court,1978,6,31.8,23.9,592.0,86.0,2.0,6.1,3.872413793,41953,610851.8,524433.6,22.83,91.08,6,1978.06,1
